event_id,announcement_date,filer,target_named_in_document,target_source,secid,secid_in_reference_book,procedure_price,market_close_before,price_to_market,status
e1-azipi-4282267,2024-04-23,"Акционерное общество ""Мощная Аппаратура Радиовещания и Телевидения""","Акционерное общество ""Мощная Аппаратура Радиовещания и Телевидения""",filer,,,2115.00,,,target_not_listed_on_moex
e1-azipi-4282296,2024-04-23,"Акционерное общество ""Российский институт мощного радиостроения""","Акционерное общество ""Российский институт мощного радиостроения""",filer,,,4390.00,,,target_not_listed_on_moex
e1-azipi-4282242,2024-04-23,"Публичное акционерное общество ""Прибой""","Публичное акционерное общество ""Прибой""",filer,,,63.57,,,target_not_listed_on_moex
e1-azipi-4285494,2024-04-27,"Публичное акционерное общество ""Европейская Электротехника""","Публичное акционерное общество ""Европейская Электротехника""",filer,EELT,EELT,19.88,19.64,1.012,ok
e1-azipi-4292754,2024-05-22,"Акционерное общество ""Такт""","Акционерное общество ""Такт""",filer,,,25,,,target_not_listed_on_moex
e1-azipi-4292919,2024-05-22,"Публичное акционерное общество ""Электрооборудование тракторное и автомобильное""","Публичное акционерное общество ""Электрооборудование тракторное и автомобильное""",filer,,,1.03,,,target_not_listed_on_moex
e1-azipi-4293609,2024-05-23,"Публичное акционерное общество  ""Левокумское""","Публичное акционерное общество  ""Левокумское""",filer,,,6.20,,,target_not_listed_on_moex
e1-azipi-4296373,2024-05-30,"Публичное акционерное общество ""Контур""","Публичное акционерное общество ""Контур""",filer,,,0.60,,,target_not_listed_on_moex
e1-azipi-4299021,2024-06-06,"Публичное акционерное общество ""Пермская научно-производственная приборостроительная компания""","Публичное акционерное общество ""Пермская научно-производственная приборостроительная компания""",filer,,,64316.67,,,target_not_listed_on_moex
e1-azipi-4299902,2024-06-10,"Публичное акционерное общество ""Богородский швейно-галантерейный комбинат""","Публичное акционерное общество ""Богородский швейно-галантерейный комбинат""",filer,,,1.00,,,target_not_listed_on_moex
e1-azipi-4302802,2024-06-19,"Публичное акционерное общество ""Агрокомбинат ""Московский""","Публичное акционерное общество ""Агрокомбинат ""Московский""",filer,,,2800,,,target_not_listed_on_moex
e1-azipi-4302641,2024-06-19,"Публичное акционерное общество ""Кочеволес""","Публичное акционерное общество ""Кочеволес""",filer,,,1,,,target_not_listed_on_moex
e1-azipi-4304607,2024-06-25,"Открытое акционерное общество ""Брянсксантехника""","Открытое акционерное общество ""Брянсксантехника""",filer,,,10.00,,,target_not_listed_on_moex
e1-azipi-4309764,2024-07-03,"Публичное акционерное общество ""БыстроБанк""","Публичное акционерное общество ""БыстроБанк""",filer,,,9.78,,,target_not_listed_on_moex
e1-azipi-4318532,2024-08-01,"Публичное акционерное общество ""Электрооборудование тракторное и автомобильное""","Публичное акционерное общество ""Электрооборудование тракторное и автомобильное""",filer,,,1.03,,,target_not_listed_on_moex
e1-azipi-4322223,2024-08-15,"Публичное акционерное общество ""Гостиничный комплекс ""Космос""","Публичное акционерное общество ""Гостиничный комплекс ""Космос""",filer,,,10,,,target_not_listed_on_moex
e1-ix-3535710,2024-08-20,"Публичное акционерное общество ""Ашинский металлургический завод""","Публичное акционерное общество ""Ашинский металлургический завод""",filer,AMEZ,AMEZ,71,153.66,0.462,ok
e1-azipi-4325688,2024-08-29,"Публичное акционерное общество ""Медико-инструментальный завод им. М. Горького""","Публичное акционерное общество ""Медико-инструментальный завод им. М. Горького""",filer,,,120.72,,,target_not_listed_on_moex
e1-ix-3539897,2024-09-03,Публичное акционерное общество РОСБАНК,Публичное акционерное общество РОСБАНК,filer,ROSB,ROSB,129.4,116.8,1.108,ok
e1-azipi-4327826,2024-09-05,"Публичное акционерное общество ""Акционерная Компания Мослифтмонтаж""","Публичное акционерное общество ""Акционерная Компания Мослифтмонтаж""",filer,,,6000,,,target_not_listed_on_moex
e1-azipi-4329089,2024-09-11,"Научно-производственное объединение ""ЭЛСИБ"" публичное акционерное общество","Научно-производственное объединение ""ЭЛСИБ"" публичное акционерное общество",filer,ELIB,ELIB,9894.11,,,no_pre_event_market_data
e1-azipi-4330099,2024-09-16,"Публичное акционерное общество ""Ярославский завод ""Красный Маяк""","Публичное акционерное общество ""Ярославский завод ""Красный Маяк""",filer,,,0.5,,,target_not_listed_on_moex
e1-azipi-4333501,2024-09-26,"Публичное акционерное общество ""Приборный завод ""ТЕНЗОР""","Публичное акционерное общество ""Приборный завод ""ТЕНЗОР""",filer,,,14.66,,,target_not_listed_on_moex
e1-azipi-4337434,2024-10-10,"Публичное акционерное общество ""Кировский завод ""Маяк""","Публичное акционерное общество ""Кировский завод ""Маяк""",filer,,,500,,,target_not_listed_on_moex
e1-azipi-4340634,2024-10-22,"Публичное акционерное общество ""Волховчанка""","Публичное акционерное общество ""Волховчанка""",filer,,,30,,,target_not_listed_on_moex
e1-azipi-4341365,2024-10-24,"Открытое Акционерное Общество ""Тверская фармацевтическая фабрика""","Открытое Акционерное Общество ""Тверская фармацевтическая фабрика""",filer,,,47.78,,,target_not_listed_on_moex
e1-azipi-4341168,2024-10-24,"Публичное акционерное общество ""Нижнетуринский машиностроительный завод ""Вента""","Публичное акционерное общество ""Нижнетуринский машиностроительный завод ""Вента""",filer,,,1,,,target_not_listed_on_moex
e1-azipi-4343383,2024-11-01,"Акционерное общество ""Электрогаз""","Акционерное общество ""Электрогаз""",filer,,,1,,,target_not_listed_on_moex
e1-azipi-4343880,2024-11-02,"Публичное акционерное общество ""Сокольский целлюлозно-бумажный комбинат""","Публичное акционерное общество ""Сокольский целлюлозно-бумажный комбинат""",filer,,,5.70,,,target_not_listed_on_moex
e1-azipi-4344253,2024-11-05,"Акционерное общество ""Оптические медицинские приборы ""Оптимед""","Акционерное общество ""Оптические медицинские приборы ""Оптимед""",filer,,,192.33,,,target_not_listed_on_moex
e1-azipi-4345253,2024-11-07,"Публичное акционерное общество ""Миллеровский элеватор""","Публичное акционерное общество ""Миллеровский элеватор""",filer,,,33467.00,,,target_not_listed_on_moex
e1-azipi-4346330,2024-11-12,"Акционерное общество ""Краснодарский ЗИП""","Акционерное общество ""Краснодарский ЗИП""",filer,,,23.74,,,target_not_listed_on_moex
e1-azipi-4346004,2024-11-12,"Публичное акционерное общество ""Интикульское""","Публичное акционерное общество ""Интикульское""",filer,,,100,,,target_not_listed_on_moex
e1-azipi-4347404,2024-11-15,"Публичное акционерное общество ""Саста""","Публичное акционерное общество ""Саста""",filer,,,15,,,target_not_listed_on_moex
e1-azipi-4347599,2024-11-18,"Публичное акционерное общество ""ИНГРАД""","Публичное акционерное общество ""ИНГРАД""",filer,INGR,KFBA,1676,1676.0,1.0,ok
e1-azipi-4347599,2024-11-18,"Публичное акционерное общество ""ИНГРАД""","Публичное акционерное общество ""ИНГРАД""",filer,INGR,INGR,1676,1676.0,1.0,ok
e1-azipi-4347599,2024-11-18,"Публичное акционерное общество ""ИНГРАД""","Публичное акционерное общество ""ИНГРАД""",filer,INGR,OPIN,1676,1676.0,1.0,ok
e1-azipi-4358408,2024-12-20,"Публичное акционерное общество ""Кузбасская энергетическая сбытовая компания""","Публичное акционерное общество ""Кузбасская энергетическая сбытовая компания""",filer,,,18.37,,,target_not_listed_on_moex
e1-azipi-4360925,2024-12-27,"Акционерное общество ""Нытва""","АО ""Нытва""",document,,,20,,,target_not_listed_on_moex
e1-azipi-4364302,2025-01-14,"Публичное акционерное общество ""Порт Тольятти""","Публичное акционерное общество ""Порт Тольятти""",filer,,,791.89,,,target_not_listed_on_moex
e1-azipi-4364888,2025-01-16,"Публичное акционерное общество ""Биробиджанстрой""","Публичное акционерное общество ""Биробиджанстрой""",filer,,,1,,,target_not_listed_on_moex
e1-azipi-4373122,2025-02-13,"Публичное акционерное общество агропромышленная фирма ""Мир""","Публичное акционерное общество агропромышленная фирма ""Мир""",filer,,,5.50,,,target_not_listed_on_moex
e1-azipi-4381048,2025-03-07,"Публичное акционерное общество ""Варьеганнефть""","Публичное акционерное общество ""Варьеганнефть""",filer,,,1716.10,,,target_not_listed_on_moex
e1-azipi-4386574,2025-03-24,"Публичное акционерное общество ""Калужская сбытовая компания""","Публичное акционерное общество ""Калужская сбытовая компания""",filer,KLSB,KLSB,23.78,24.41,0.974,ok
e1-azipi-4392518,2025-04-07,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ПРОЕКТНЫЙ ИНСТИТУТ""","АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОВОСИБИРСКИЙ ГОСУДАРСТВЕННЫЙ ПРОЕКТНЫЙ ИНСТИТУТ""",filer,,,5602.24,,,target_not_listed_on_moex
e1-azipi-4396352,2025-04-17,"Публичное акционерное общество ""Медико-инструментальный завод им. М. Горького""","Публичное акционерное общество ""Медико-инструментальный завод им. М. Горького""",filer,,,0.04,,,target_not_listed_on_moex
e1-azipi-4401057,2025-04-28,"Публичное акционерное общество ""Имени В.И.Ленина""","Публичное акционерное общество ""Имени В.И.Ленина""",filer,,,10,,,target_not_listed_on_moex
e1-azipi-4400944,2025-04-28,"Публичное акционерное общество ""Лобненский завод строительного фарфора""","Публичное акционерное общество ""Лобненский завод строительного фарфора""",filer,,,0.05,,,target_not_listed_on_moex
e1-azipi-4404723,2025-05-06,"Акционерное общество ""МОСЖИЛРЕМСЕРВИС""","Акционерное общество ""МОСЖИЛРЕМСЕРВИС""",filer,,,22.18,,,target_not_listed_on_moex
e1-azipi-4404892,2025-05-07,"Публичное акционерное общество ""Сахалинское морское пароходство""","Публичное акционерное общество ""Сахалинское морское пароходство""",filer,,,194.52,,,target_not_listed_on_moex
e1-azipi-4410377,2025-05-22,"Публичное акционерное общество ""Успенское""","Публичное акционерное общество ""Успенское""",filer,,,1.50,,,target_not_listed_on_moex
e1-azipi-4414813,2025-05-30,"Публичное акционерное общество ""НОРД-ОВОЩ""","Публичное акционерное общество ""НОРД-ОВОЩ""",filer,,,2561.31,,,target_not_listed_on_moex
e1-azipi-4424002,2025-06-24,"Открытое акционерное общество ""Масложиркомбинат ""Краснодарский""","Открытое акционерное общество ""Масложиркомбинат ""Краснодарский""",filer,,,9.87,,,target_not_listed_on_moex
e1-azipi-4430866,2025-07-09,"Публичное акционерное общество ""Племенной завод ""Торосово""""","Публичное акционерное общество ""Племенной завод ""Торосово""""",filer,,,1,,,target_not_listed_on_moex
e1-azipi-4430862,2025-07-09,"Публичное акционерное общество ""Сельскохозяйственное предприятие Андреевское""","Публичное акционерное общество ""Сельскохозяйственное предприятие Андреевское""",filer,,,100,,,target_not_listed_on_moex
e1-azipi-4438236,2025-07-31,"Публичное акционерное общество ""СмартТехГрупп""","Публичное акционерное общество ""СмартТехГрупп""",filer,CARM,CARM,1.89,1.7835,1.06,ok
e1-azipi-4441749,2025-08-12,"Публичное акционерное общество ""Предпортовый""","Публичное акционерное общество ""Предпортовый""",filer,,,0.1,,,target_not_listed_on_moex
e1-azipi-4443861,2025-08-19,"Публичное акционерное общество ""Ремстрой""","Публичное акционерное общество ""Ремстрой""",filer,,,1.00,,,target_not_listed_on_moex
e1-azipi-4448109,2025-09-02,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬ-БАКАЛЕЯ""","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВАСТОПОЛЬ-БАКАЛЕЯ""",filer,,,0.74,,,target_not_listed_on_moex
e1-azipi-4475653,2025-11-26,"Акционерное общество ""Озерский завод энергетических устройств ""Энергопром""","Акционерное общество ""Озерский завод энергетических устройств ""Энергопром""",filer,,,8154,,,target_not_listed_on_moex
e1-azipi-4482080,2025-12-15,"Публичное акционерное общество ""Новомосковскремэнерго""","Публичное акционерное общество ""Новомосковскремэнерго""",filer,,,25524.35,,,target_not_listed_on_moex
e1-azipi-4484219,2025-12-18,"Акционерное общество ""Фабрика производства платков""","Акционерное общество ""Фабрика производства платков""",filer,,,64.75,,,target_not_listed_on_moex
e1-azipi-4484773,2025-12-19,"Акционерное общество ""ДОК-3""","Акционерное общество ""ДОК-3""",filer,,,17653.2,,,target_not_listed_on_moex
